Channel_1,Channel_2,Channel_3,Channel_4
0.0,21.213203435596423,30.0,21.213203435596427
0.7362368556873686,21.727412488544008,29.990964560886127,20.68621634211201
1.4720302298225405,22.228533760648773,29.96386368615517,20.146768645410557
2.206936907990023,22.716265395194533,29.918713700360705,19.5951852886133
2.940514209886818,23.19031360088211,29.85554180016591,19.031798524909366
3.672320255976486,23.650392828798186,29.7743860379613,18.456947717418807
4.401914233660852,24.096225944419345,29.675295298943432,17.870979134773005
5.128856662809037,24.527544394547512,29.558329271668235,17.274245742535363
5.852709660483847,24.944088369076358,29.423558412096913,16.667106990588067
6.573037204706094,25.34560695749121,29.271063901155856,16.049928596612915
7.289405397097916,25.731858300008163,29.10093759583632,15.423082325796653
8.001382724246952,26.10260973326134,28.913281973863196,14.786945766893524
8.70854031763387,26.457637930450648,28.708210071966267,14.141902104779936
9.410452211966746,26.79672903586546,28.4858454177911,13.488339889638207
10.106695601766601,27.1196787937033,28.246321955490625,12.82665280290846
10.796851096049643,27.42629267110592,27.989783965042164,12.157239420149697
11.480502970952694,27.716385975338603,27.716385975338603,11.480502970952697
12.157239420149695,27.989783965042164,27.42629267110592,10.79685109604965
12.826652802908463,28.246321955490625,27.119678793703304,10.10669560176661
13.488339889638196,28.4858454177911,26.79672903586546,9.410452211966742
14.141902104779929,28.708210071966263,26.45763793045065,8.708540317633872
14.78694576689352,28.913281973863196,26.102609733261342,8.001382724246954
15.42308232579665,29.10093759583632,25.731858300008163,7.289405397097922
16.049928596612915,29.271063901155856,25.345606957491217,6.573037204706101
16.667106990588067,29.423558412096913,24.94408836907636,5.852709660483859
17.27424574253536,29.558329271668235,24.527544394547512,5.128856662809037
17.870979134773002,29.675295298943432,24.09622594441935,4.401914233660854
18.456947717418803,29.7743860379613,23.65039282879819,3.6723202559764903
19.031798524909366,29.855541800165906,23.190313600882114,2.9405142098868247
19.5951852886133,29.918713700360705,22.716265395194533,2.2069369079900185
20.14676864541055,29.96386368615517,22.228533760648773,1.472030229822539
20.686216342112004,29.990964560886127,21.727412488544008,0.7362368556873697
21.213203435596423,30.0,21.213203435596427,3.67394039744206e-15
21.727412488544008,29.990964560886127,20.68621634211201,-0.7362368556873624
22.228533760648773,29.96386368615517,20.146768645410557,-1.4720302298225316
22.716265395194533,29.918713700360705,19.59518528861331,-2.2069369079900114
23.19031360088211,29.85554180016591,19.031798524909366,-2.9405142098868176
23.650392828798186,29.7743860379613,18.456947717418807,-3.672320255976483
24.096225944419345,29.675295298943432,17.870979134773005,-4.401914233660848
24.527544394547512,29.55832927166824,17.274245742535363,-5.128856662809029
24.944088369076358,29.423558412096913,16.667106990588067,-5.852709660483851
25.34560695749121,29.271063901155856,16.049928596612915,-6.573037204706094
25.731858300008163,29.10093759583632,15.423082325796653,-7.289405397097914
26.10260973326134,28.913281973863196,14.786945766893524,-8.001382724246948
26.457637930450648,28.708210071966267,14.141902104779936,-8.708540317633863
26.79672903586546,28.4858454177911,13.488339889638207,-9.410452211966735
27.1196787937033,28.246321955490625,12.826652802908473,-10.10669560176659
27.42629267110592,27.989783965042164,12.157239420149697,-10.796851096049643
27.716385975338603,27.716385975338603,11.480502970952697,-11.48050297095269
27.989783965042164,27.42629267110592,10.79685109604965,-12.15723942014969
28.246321955490625,27.119678793703297,10.106695601766596,-12.826652802908466
28.4858454177911,26.79672903586546,9.410452211966742,-13.4883398896382
28.708210071966263,26.45763793045065,8.708540317633872,-14.141902104779929
28.913281973863196,26.102609733261342,8.001382724246954,-14.786945766893517
29.10093759583632,25.731858300008163,7.289405397097922,-15.423082325796646
29.271063901155856,25.345606957491217,6.573037204706101,-16.049928596612908
29.423558412096913,24.94408836907636,5.852709660483859,-16.66710699058806
29.558329271668235,24.52754439454752,5.128856662809049,-17.274245742535346
29.675295298943432,24.09622594441935,4.401914233660854,-17.870979134773
29.7743860379613,23.65039282879819,3.6723202559764903,-18.4569477174188
29.855541800165906,23.190313600882114,2.9405142098868247,-19.03179852490936
29.918713700360705,22.716265395194533,2.2069369079900185,-19.595185288613305
29.96386368615517,22.228533760648773,1.472030229822539,-20.146768645410553
29.990964560886127,21.727412488544008,0.7362368556873697,-20.686216342112004
30.0,21.213203435596427,3.67394039744206e-15,-21.213203435596423
29.990964560886127,20.68621634211201,-0.7362368556873624,-21.727412488544005
29.96386368615517,20.146768645410557,-1.4720302298225316,-22.228533760648766
29.918713700360705,19.59518528861331,-2.2069369079900114,-22.71626539519453
29.85554180016591,19.031798524909366,-2.9405142098868176,-23.190313600882117
29.7743860379613,18.456947717418807,-3.672320255976483,-23.650392828798175
29.675295298943432,17.870979134773005,-4.401914233660848,-24.096225944419352
29.558329271668235,17.274245742535353,-5.128856662809042,-24.527544394547515
29.423558412096913,16.667106990588067,-5.852709660483851,-24.944088369076358
29.271063901155856,16.049928596612915,-6.573037204706094,-25.34560695749121
29.10093759583632,15.423082325796653,-7.289405397097914,-25.73185830000816
28.913281973863196,14.786945766893524,-8.001382724246948,-26.10260973326134
28.708210071966267,14.141902104779936,-8.708540317633863,-26.457637930450648
28.4858454177911,13.488339889638207,-9.410452211966735,-26.796729035865454
28.246321955490625,12.826652802908473,-10.10669560176659,-27.119678793703294
27.989783965042164,12.157239420149697,-10.796851096049643,-27.426292671105923
27.716385975338603,11.480502970952697,-11.48050297095269,-27.716385975338596
27.42629267110592,10.79685109604965,-12.15723942014969,-27.989783965042168
27.119678793703304,10.10669560176661,-12.826652802908454,-28.246321955490615
26.79672903586546,9.410452211966742,-13.4883398896382,-28.4858454177911
26.45763793045065,8.708540317633872,-14.141902104779929,-28.708210071966263
26.102609733261342,8.001382724246954,-14.786945766893517,-28.913281973863196
25.731858300008163,7.289405397097922,-15.423082325796646,-29.10093759583632
25.345606957491217,6.573037204706101,-16.049928596612908,-29.271063901155856
24.94408836907636,5.852709660483859,-16.66710699058806,-29.42355841209691
24.527544394547512,5.128856662809037,-17.27424574253536,-29.558329271668235
24.09622594441935,4.401914233660854,-17.870979134773,-29.675295298943432
23.65039282879819,3.6723202559764903,-18.4569477174188,-29.7743860379613
23.190313600882114,2.9405142098868247,-19.03179852490936,-29.85554180016591
22.716265395194544,2.206936907990032,-19.595185288613298,-29.918713700360705
22.228533760648773,1.472030229822539,-20.146768645410553,-29.96386368615517
21.727412488544008,0.7362368556873697,-20.686216342112004,-29.990964560886127
21.213203435596427,3.67394039744206e-15,-21.213203435596423,-30.0
20.68621634211201,-0.7362368556873624,-21.727412488544005,-29.990964560886127
20.146768645410557,-1.4720302298225316,-22.228533760648766,-29.96386368615517
19.5951852886133,-2.2069369079900247,-22.71626539519453,-29.918713700360705
19.031798524909366,-2.9405142098868176,-23.190313600882117,-29.85554180016591
18.456947717418807,-3.672320255976483,-23.650392828798175,-29.7743860379613
17.870979134773005,-4.401914233660848,-24.096225944419352,-29.675295298943432
17.274245742535363,-5.128856662809029,-24.527544394547498,-29.558329271668235
16.667106990588067,-5.852709660483851,-24.944088369076358,-29.423558412096913
16.049928596612915,-6.573037204706094,-25.34560695749121,-29.271063901155856
15.423082325796653,-7.289405397097914,-25.73185830000816,-29.10093759583632
14.786945766893524,-8.001382724246948,-26.10260973326134,-28.9132819738632
14.141902104779936,-8.708540317633863,-26.457637930450648,-28.708210071966267
13.488339889638207,-9.410452211966735,-26.796729035865454,-28.485845417791104
12.82665280290846,-10.106695601766601,-27.119678793703294,-28.24632195549062
12.157239420149697,-10.796851096049643,-27.426292671105923,-27.98978396504217
11.480502970952697,-11.48050297095269,-27.716385975338596,-27.7163859753386
10.79685109604965,-12.15723942014969,-27.989783965042168,-27.426292671105927
10.10669560176661,-12.826652802908454,-28.246321955490615,-27.1196787937033
9.410452211966742,-13.4883398896382,-28.4858454177911,-26.79672903586546
8.708540317633872,-14.141902104779929,-28.708210071966263,-26.45763793045065
8.001382724246954,-14.786945766893517,-28.913281973863196,-26.102609733261342
7.289405397097922,-15.423082325796646,-29.10093759583632,-25.731858300008167
6.573037204706101,-16.049928596612908,-29.271063901155856,-25.345606957491217
5.852709660483859,-16.66710699058806,-29.42355841209691,-24.944088369076365
5.128856662809037,-17.27424574253536,-29.558329271668235,-24.527544394547505
4.401914233660854,-17.870979134773,-29.675295298943432,-24.09622594441936
3.6723202559764903,-18.4569477174188,-29.7743860379613,-23.650392828798182
2.9405142098868247,-19.03179852490936,-29.85554180016591,-23.190313600882124
2.206936907990032,-19.595185288613298,-29.918713700360705,-22.716265395194537
1.472030229822539,-20.146768645410553,-29.96386368615517,-22.228533760648773
0.7362368556873697,-20.686216342112004,-29.990964560886127,-21.72741248854401
3.67394039744206e-15,-21.213203435596423,-30.0,-21.21320343559643
-0.7362368556873624,-21.727412488544005,-29.990964560886127,-20.686216342112015
-1.4720302298225316,-22.228533760648766,-29.96386368615517,-20.14676864541056
-2.2069369079900247,-22.71626539519453,-29.918713700360705,-19.59518528861331
-2.9405142098868176,-23.190313600882117,-29.85554180016591,-19.03179852490936
-3.672320255976483,-23.650392828798175,-29.7743860379613,-18.45694771741882
-4.401914233660848,-24.096225944419352,-29.675295298943432,-17.870979134773
-5.128856662809029,-24.527544394547498,-29.558329271668235,-17.27424574253538
-5.852709660483851,-24.944088369076358,-29.423558412096913,-16.667106990588067
-6.573037204706094,-25.34560695749121,-29.271063901155856,-16.04992859661292
-7.289405397097914,-25.73185830000816,-29.10093759583632,-15.423082325796656
-8.001382724246948,-26.10260973326134,-28.9132819738632,-14.786945766893528
-8.708540317633863,-26.457637930450648,-28.708210071966267,-14.14190210477994
-9.410452211966735,-26.796729035865454,-28.485845417791104,-13.48833988963821
-10.106695601766601,-27.119678793703294,-28.24632195549062,-12.826652802908477
-10.796851096049643,-27.426292671105923,-27.98978396504217,-12.157239420149688
-11.48050297095269,-27.716385975338596,-27.7163859753386,-11.480502970952712
-12.15723942014969,-27.989783965042168,-27.426292671105927,-10.796851096049641
-12.826652802908454,-28.246321955490615,-27.1196787937033,-10.106695601766624
-13.4883398896382,-28.4858454177911,-26.79672903586546,-9.410452211966746
-14.141902104779929,-28.708210071966263,-26.45763793045065,-8.708540317633876
-14.786945766893517,-28.913281973863196,-26.102609733261342,-8.001382724246957
-15.423082325796646,-29.10093759583632,-25.731858300008167,-7.289405397097926
-16.049928596612908,-29.271063901155856,-25.345606957491217,-6.573037204706105
-16.66710699058806,-29.42355841209691,-24.944088369076365,-5.852709660483861
-17.27424574253536,-29.558329271668235,-24.527544394547505,-5.128856662809053
-17.870979134773,-29.675295298943432,-24.09622594441936,-4.401914233660845
-18.4569477174188,-29.7743860379613,-23.650392828798182,-3.672320255976507
-19.03179852490936,-29.85554180016591,-23.190313600882124,-2.9405142098868153
-19.595185288613298,-29.918713700360705,-22.716265395194537,-2.206936907990049
-20.146768645410553,-29.96386368615517,-22.228533760648773,-1.4720302298225427
